COUNTRY,FLOW,PARTNER,YEAR,VALUE
Belgium,Exports,Greece,2017,1892783190
Belgium,Exports,Greece,2018,1975881209
Belgium,Exports,Hungary,2010,2006950387
Belgium,Exports,Hungary,2011,2316887804
Belgium,Exports,Hungary,2012,2151524730
Belgium,Exports,Hungary,2013,2295426658
Belgium,Exports,Hungary,2014,2568348133
Belgium,Exports,Hungary,2015,2340342608
Belgium,Exports,Hungary,2016,2254834600
Belgium,Exports,Hungary,2017,2489243075
Belgium,Exports,Hungary,2018,3127609585
Belgium,Exports,Iceland,2010,94566230
Belgium,Exports,Iceland,2011,94567418
Belgium,Exports,Iceland,2012,74016217
Belgium,Exports,Iceland,2013,79851276
Belgium,Exports,Iceland,2014,88261427
Belgium,Exports,Iceland,2015,93200117
Belgium,Exports,Iceland,2016,107239156
Belgium,Exports,Iceland,2017,164340330
Belgium,Exports,Iceland,2018,139392939
Belgium,Exports,Ireland,2010,2272942933
Belgium,Exports,Ireland,2011,2437974859
Belgium,Exports,Ireland,2012,1898489504
Belgium,Exports,Ireland,2013,2171822906
Belgium,Exports,Ireland,2014,2218584570
Belgium,Exports,Ireland,2015,1981889359
Belgium,Exports,Ireland,2016,2153614098
Belgium,Exports,Ireland,2017,2275274821
Belgium,Exports,Ireland,2018,2712205638
Belgium,Exports,Italy,2010,18633657930
Belgium,Exports,Italy,2011,21134467622
Belgium,Exports,Italy,2012,19232322621
Belgium,Exports,Italy,2013,21010335704
Belgium,Exports,Italy,2014,20524748498
Belgium,Exports,Italy,2015,20092009152
Belgium,Exports,Italy,2016,20354496423
Belgium,Exports,Italy,2017,20909954000
Belgium,Exports,Italy,2018,23885798191
Belgium,Exports,Japan,2010,4069059886
Belgium,Exports,Japan,2011,4707239487
Belgium,Exports,Japan,2012,4895155288
Belgium,Exports,Japan,2013,4652731014
Belgium,Exports,Japan,2014,4058421231
Belgium,Exports,Japan,2015,3668881175
Belgium,Exports,Japan,2016,3940581082
Belgium,Exports,Japan,2017,3704481865
Belgium,Exports,Japan,2018,5681538820
Belgium,Exports,Korea,2010,1526057045
Belgium,Exports,Korea,2011,2016888293
Belgium,Exports,Korea,2012,2158656285
Belgium,Exports,Korea,2013,1801429385
Belgium,Exports,Korea,2014,2070961983
Belgium,Exports,Korea,2015,1644981657
Belgium,Exports,Korea,2016,1593415388
Belgium,Exports,Korea,2017,1759357249
Belgium,Exports,Korea,2018,2030923013
Belgium,Exports,Luxembourg,2010,7138915704
Belgium,Exports,Luxembourg,2011,8564976157
Belgium,Exports,Luxembourg,2012,7746468288
Belgium,Exports,Luxembourg,2013,7945811075
Belgium,Exports,Luxembourg,2014,7366243277
Belgium,Exports,Luxembourg,2015,5988657404
Belgium,Exports,Luxembourg,2016,5668742874
Belgium,Exports,Luxembourg,2017,6347376982
Belgium,Exports,Luxembourg,2018,7594307436
Belgium,Exports,Mexico,2010,1158712722
Belgium,Exports,Mexico,2011,1361861929
Belgium,Exports,Mexico,2012,1480986329
Belgium,Exports,Mexico,2013,1398062253
Belgium,Exports,Mexico,2014,1281588277
Belgium,Exports,Mexico,2015,1235744787
Belgium,Exports,Mexico,2016,1399456324
Belgium,Exports,Mexico,2017,1431772401
Belgium,Exports,Mexico,2018,1546812733
Belgium,Exports,Netherlands,2010,48477553910
Belgium,Exports,Netherlands,2011,58031867269
Belgium,Exports,Netherlands,2012,55968591102
Belgium,Exports,Netherlands,2013,57446745720
Belgium,Exports,Netherlands,2014,55514081117
Belgium,Exports,Netherlands,2015,45573610070
Belgium,Exports,Netherlands,2016,43461600227
Belgium,Exports,Netherlands,2017,51591732127
Belgium,Exports,Netherlands,2018,56661805515
Belgium,Exports,New Zealand,2010,241435398
Belgium,Exports,New Zealand,2011,270138666
Belgium,Exports,New Zealand,2012,238482092
Belgium,Exports,New Zealand,2013,276771841
Belgium,Exports,New Zealand,2014,251265655
Belgium,Exports,New Zealand,2015,225695250
Belgium,Exports,New Zealand,2016,243130475
Belgium,Exports,New Zealand,2017,280224388
Belgium,Exports,New Zealand,2018,316562770
Belgium,Exports,Norway,2010,2012167922
Belgium,Exports,Norway,2011,2617625396
Belgium,Exports,Norway,2012,2207252414
Belgium,Exports,Norway,2013,2482039874
Belgium,Exports,Norway,2014,2255061904
Belgium,Exports,Norway,2015,1871451423
Belgium,Exports,Norway,2016,1814907046
Belgium,Exports,Norway,2017,1871087495
Belgium,Exports,Norway,2018,1918857295
Belgium,Exports,Poland,2010,6560577949
Belgium,Exports,Poland,2011,7642363663
Belgium,Exports,Poland,2012,6991766332
Belgium,Exports,Poland,2013,7621644443
Belgium,Exports,Poland,2014,8310788959
Belgium,Exports,Poland,2015,7529518411
Belgium,Exports,Poland,2016,7782534834
Belgium,Exports,Poland,2017,9212959779
Belgium,Exports,Poland,2018,9996793492
Belgium,Exports,Portugal,2010,2370271763
Belgium,Exports,Portugal,2011,2357948912
Belgium,Exports,Portugal,2012,2096809823
Belgium,Exports,Portugal,2013,2180825085
Belgium,Exports,Portugal,2014,2276532532
Belgium,Exports,Portugal,2015,2137990584
Belgium,Exports,Portugal,2016,2143974345
Belgium,Exports,Portugal,2017,2363359574
Belgium,Exports,Portugal,2018,2645223129
Belgium,Exports,Slovak Republic,2010,1009691980
Belgium,Exports,Slovak Republic,2011,1176911616
Belgium,Exports,Slovak Republic,2012,1168912780
Belgium,Exports,Slovak Republic,2013,1229013905
Belgium,Exports,Slovak Republic,2014,1257983766
Belgium,Exports,Slovak Republic,2015,1229399018
Belgium,Exports,Slovak Republic,2016,1184917398
Belgium,Exports,Slovak Republic,2017,1226282400
Belgium,Exports,Slovak Republic,2018,1310953475
Belgium,Exports,Spain,2010,12134808274
Belgium,Exports,Spain,2011,12578800723
Belgium,Exports,Spain,2012,10251701074
Belgium,Exports,Spain,2013,11179213686
Belgium,Exports,Spain,2014,11728567975
Belgium,Exports,Spain,2015,10432690129
Belgium,Exports,Spain,2016,10364169352
Belgium,Exports,Spain,2017,11863958143
Belgium,Exports,Spain,2018,13092039618
Belgium,Exports,Sweden,2010,5842498940
Belgium,Exports,Sweden,2011,6747378095
Belgium,Exports,Sweden,2012,6237866446
Belgium,Exports,Sweden,2013,6551117980
Belgium,Exports,Sweden,2014,6643461395
Belgium,Exports,Sweden,2015,6319690203
Belgium,Exports,Sweden,2016,6606098221
Belgium,Exports,Sweden,2017,7515942857
Belgium,Exports,Sweden,2018,7551317366
Belgium,Exports,Switzerland,2010,5217858283
Belgium,Exports,Switzerland,2011,7430124140
Belgium,Exports,Switzerland,2012,7038696703
Belgium,Exports,Switzerland,2013,6563741560
Belgium,Exports,Switzerland,2014,6363307053
Belgium,Exports,Switzerland,2015,5314623083
Belgium,Exports,Switzerland,2016,5850786988
Belgium,Exports,Switzerland,2017,7217249331
Belgium,Exports,Switzerland,2018,6041571397
Belgium,Exports,Turkey,2010,5499096977
Belgium,Exports,Turkey,2011,6557345656
Belgium,Exports,Turkey,2012,5845018474
Belgium,Exports,Turkey,2013,6175994401
Belgium,Exports,Turkey,2014,6397189371
Belgium,Exports,Turkey,2015,5053344380
Belgium,Exports,Turkey,2016,4932029136
Belgium,Exports,Turkey,2017,5964765992
Belgium,Exports,Turkey,2018,5878848539
Belgium,Exports,United Kingdom,2010,28523792180
Belgium,Exports,United Kingdom,2011,33135856313
Belgium,Exports,United Kingdom,2012,31605810841
Belgium,Exports,United Kingdom,2013,35202237357
Belgium,Exports,United Kingdom,2014,39102237845
Belgium,Exports,United Kingdom,2015,35232256433
Belgium,Exports,United Kingdom,2016,34713031123
Belgium,Exports,United Kingdom,2017,36010009247
Belgium,Exports,United Kingdom,2018,37185739824
Belgium,Exports,United States,2010,23373054973
Belgium,Exports,United States,2011,24086627456
Belgium,Exports,United States,2012,26442595127
Belgium,Exports,United States,2013,24018577475
Belgium,Exports,United States,2014,25329772965
Belgium,Exports,United States,2015,23893215841
Belgium,Exports,United States,2016,23084868598
Belgium,Exports,United States,2017,21480067957
Belgium,Exports,United States,2018,24328629547
Belgium,Exports,Argentina,2010,420510038
Belgium,Exports,Argentina,2011,620655047
Belgium,Exports,Argentina,2012,592701034
Belgium,Exports,Argentina,2013,1273141877
Belgium,Exports,Argentina,2014,586141212
Belgium,Exports,Argentina,2015,620518459
Belgium,Exports,Argentina,2016,549121971
Belgium,Exports,Argentina,2018,617294401
Belgium,Exports,Brazil,2010,3034847130
Belgium,Exports,Brazil,2011,3531132810
Belgium,Exports,Brazil,2012,3455719647
Belgium,Exports,Brazil,2013,4447909733
Belgium,Exports,Brazil,2014,4316544823
Belgium,Exports,Brazil,2015,2865920789
Belgium,Exports,Brazil,2016,2810115487
Belgium,Exports,Brazil,2017,4068399465
Belgium,Exports,Brazil,2018,3807216307
Belgium,Exports,Chile,2010,432036936
Belgium,Exports,Chile,2011,522139541
Belgium,Exports,Chile,2012,615140863
Belgium,Exports,Chile,2013,615271872
Belgium,Exports,Chile,2014,507563973
Belgium,Exports,Chile,2015,527464360
Belgium,Exports,Chile,2016,463676677
Belgium,Exports,Chile,2017,524877540
Belgium,Exports,Chile,2018,626953657
Belgium,Exports,China (People's Republic of),2010,7173439853
Belgium,Exports,China (People's Republic of),2011,10185260303
Belgium,Exports,China (People's Republic of),2012,9818282407
Belgium,Exports,China (People's Republic of),2013,9606406736
Belgium,Exports,China (People's Republic of),2014,9935553428
Belgium,Exports,China (People's Republic of),2015,7488746509
Belgium,Exports,China (People's Republic of),2016,7660827861
Belgium,Exports,China (People's Republic of),2017,9101943772
Belgium,Exports,China (People's Republic of),2018,8257171523
Belgium,Exports,Estonia,2010,250590172
Belgium,Exports,Estonia,2011,374052351
Belgium,Exports,Estonia,2012,432205686
Belgium,Exports,Estonia,2013,421848953
Belgium,Exports,Estonia,2014,379185700
Belgium,Exports,Estonia,2015,316887412
Belgium,Exports,Estonia,2016,364212291
Belgium,Exports,Estonia,2017,396451974
Belgium,Exports,Estonia,2018,425141515
Belgium,Exports,India,2010,8966185767
Belgium,Exports,India,2011,11136758334
Belgium,Exports,India,2012,10238035711
Belgium,Exports,India,2013,10473458527
Belgium,Exports,India,2014,11334406335
Belgium,Exports,India,2015,8718067460
Belgium,Exports,India,2016,8994632016
Belgium,Exports,India,2017,8974500869
Belgium,Exports,India,2018,9388777136
Belgium,Exports,Indonesia,2010,581734710
Belgium,Exports,Indonesia,2011,623817637
Belgium,Exports,Indonesia,2012,644209239
Belgium,Exports,Indonesia,2013,612299417
Belgium,Exports,Indonesia,2014,599855243
Belgium,Exports,Indonesia,2015,502367413
Belgium,Exports,Indonesia,2016,608383718
Belgium,Exports,Indonesia,2017,601436807
Belgium,Exports,Indonesia,2018,565620477
Belgium,Exports,Israel,2010,2891643447
Belgium,Exports,Israel,2011,3241804658
Belgium,Exports,Israel,2012,2786657921
Belgium,Exports,Israel,2013,2785148636
Belgium,Exports,Israel,2014,2952983526
Belgium,Exports,Israel,2015,2268839252
Belgium,Exports,Israel,2016,2612748043
Belgium,Exports,Israel,2017,2671462566
Belgium,Exports,Israel,2018,2339362034
Belgium,Exports,Russia,2010,4577912510
Belgium,Exports,Russia,2011,6533572605
Belgium,Exports,Russia,2012,6953689329
Belgium,Exports,Russia,2013,6791975032
Belgium,Exports,Russia,2014,5428064413
Belgium,Exports,Russia,2015,3380748108
Belgium,Exports,Russia,2016,3766661184
Belgium,Exports,Russia,2017,4482552658
Belgium,Exports,Russia,2018,4339633320
Belgium,Exports,Saudi Arabia,2010,1354944533
Belgium,Exports,Saudi Arabia,2011,2137868219
Belgium,Exports,Saudi Arabia,2012,1957376994
Belgium,Exports,Saudi Arabia,2013,2191234689
Belgium,Exports,Saudi Arabia,2014,2081159700
Belgium,Exports,Saudi Arabia,2015,2123010994
Belgium,Exports,Saudi Arabia,2016,1879618502
Belgium,Exports,Saudi Arabia,2017,2023847375
Belgium,Exports,Saudi Arabia,2018,1895721753
Belgium,Exports,Slovenia,2010,593898616
Belgium,Exports,Slovenia,2011,688897924
Belgium,Exports,Slovenia,2012,618704095
Belgium,Exports,Slovenia,2013,675102903
Belgium,Exports,Slovenia,2014,673587813
Belgium,Exports,Slovenia,2015,572413355
Belgium,Exports,Slovenia,2016,624562617
Belgium,Exports,Slovenia,2017,721274835
Belgium,Exports,Slovenia,2018,759980642
Belgium,Exports,South Africa,2010,1674042701
Belgium,Exports,South Africa,2011,2277316830
Belgium,Exports,South Africa,2012,2239406191
Belgium,Exports,South Africa,2013,1986042172
Belgium,Exports,South Africa,2014,1789433498
Belgium,Exports,South Africa,2015,1579263085
Belgium,Exports,South Africa,2016,1500090426
Belgium,Exports,South Africa,2017,1558551491
Belgium,Exports,South Africa,2018,1582811931
Canada,Exports,Australia,2010,1703030403
Canada,Exports,Australia,2011,1907129133
Canada,Exports,Australia,2012,2008394462
Canada,Exports,Australia,2013,1596447819
Canada,Exports,Australia,2014,1591283826
Canada,Exports,Australia,2015,1583697289
Canada,Exports,Australia,2016,1477446252
Canada,Exports,Australia,2017,1540158958
Canada,Exports,Australia,2018,1571549231
Canada,Exports,Austria,2010,342945471
Canada,Exports,Austria,2011,369049921
Canada,Exports,Austria,2012,394127599
Canada,Exports,Austria,2013,405142186
Canada,Exports,Austria,2014,244417589
Canada,Exports,Austria,2015,313947505
Canada,Exports,Austria,2016,170776908
Canada,Exports,Austria,2017,263117376
Canada,Exports,Austria,2018,194076998
Canada,Exports,Belgium,2010,1797844075
Canada,Exports,Belgium,2011,1608990703
Canada,Exports,Belgium,2012,1540859358
Canada,Exports,Belgium,2013,1398021368
Canada,Exports,Belgium,2014,2984986425
Canada,Exports,Belgium,2015,2639423854
Canada,Exports,Belgium,2016,2423072130
Canada,Exports,Belgium,2017,2713953613
Canada,Exports,Belgium,2018,2906764075
Canada,Exports,Czech Republic,2010,112523295
Canada,Exports,Czech Republic,2011,121307021
Canada,Exports,Czech Republic,2012,152098520
Canada,Exports,Czech Republic,2013,124507835
Canada,Exports,Czech Republic,2014,116820253
Canada,Exports,Czech Republic,2015,163190997
Canada,Exports,Czech Republic,2016,131615263
Canada,Exports,Czech Republic,2017,149320456
Canada,Exports,Czech Republic,2018,213514978
Canada,Exports,Denmark,2010,297534276
Canada,Exports,Denmark,2011,275714856
Canada,Exports,Denmark,2012,390777013
Canada,Exports,Denmark,2013,233419789
Canada,Exports,Denmark,2014,239858957
Canada,Exports,Denmark,2015,300880455
Canada,Exports,Denmark,2016,287486852
Canada,Exports,Denmark,2017,362532941
Canada,Exports,Denmark,2018,283860526
Canada,Exports,Finland,2010,383134208
Canada,Exports,Finland,2011,748523858
Canada,Exports,Finland,2012,473444901
Canada,Exports,Finland,2013,337499306
Canada,Exports,Finland,2014,540148028
Canada,Exports,Finland,2015,578961773
Canada,Exports,Finland,2016,505937895
Canada,Exports,Finland,2017,502536861
Canada,Exports,Finland,2018,657506561
Canada,Exports,France,2010,2282182383
Canada,Exports,France,2011,3097743358
Canada,Exports,France,2012,3275720733
Canada,Exports,France,2013,2925225709
Canada,Exports,France,2014,2998314099
Canada,Exports,France,2015,2659375390
Canada,Exports,France,2016,2569257506
Canada,Exports,France,2017,2625071005
Canada,Exports,France,2018,2648666271
Canada,Exports,Germany,2010,3656657725
Canada,Exports,Germany,2011,3844929173
Canada,Exports,Germany,2012,4396622046
Canada,Exports,Germany,2013,3215466444
Canada,Exports,Germany,2014,2674527324
Canada,Exports,Germany,2015,2936055829
Canada,Exports,Germany,2016,2962772620
Canada,Exports,Germany,2017,3096060927
Canada,Exports,Germany,2018,3617382148
Canada,Exports,Greece,2010,111422276
Canada,Exports,Greece,2011,89496558
Canada,Exports,Greece,2012,105729959
Canada,Exports,Greece,2013,87407130
Canada,Exports,Greece,2014,105829618
Canada,Exports,Greece,2015,93197019
Canada,Exports,Greece,2016,62701701
Canada,Exports,Greece,2017,74578607
Canada,Exports,Greece,2018,88000239
Canada,Exports,Hungary,2010,161409248
Canada,Exports,Hungary,2011,402405462
Canada,Exports,Hungary,2012,226521086
Canada,Exports,Hungary,2013,143166787
Canada,Exports,Hungary,2014,82683990
Canada,Exports,Hungary,2015,80179683
Canada,Exports,Hungary,2016,57037872
Canada,Exports,Hungary,2017,56571119
Canada,Exports,Hungary,2018,71776063
Canada,Exports,Iceland,2010,103663467
Canada,Exports,Iceland,2011,57181179
Canada,Exports,Iceland,2012,51512777
Canada,Exports,Iceland,2013,42287030
Canada,Exports,Iceland,2014,59637215
Canada,Exports,Iceland,2015,73307535
Canada,Exports,Iceland,2016,58556894
Canada,Exports,Iceland,2017,60899954
Canada,Exports,Iceland,2018,153852502
Canada,Exports,Ireland,2010,323460108
Canada,Exports,Ireland,2011,376395027
Canada,Exports,Ireland,2012,382023720
Canada,Exports,Ireland,2013,421494186
Canada,Exports,Ireland,2014,458806423
Canada,Exports,Ireland,2015,501943209
Canada,Exports,Ireland,2016,375510486
Canada,Exports,Ireland,2017,455045089
Canada,Exports,Ireland,2018,559671392
Canada,Exports,Italy,2010,1869696266
Canada,Exports,Italy,2011,1990431685
Canada,Exports,Italy,2012,2051372396
Canada,Exports,Italy,2013,1902678302
Canada,Exports,Italy,2014,3780526650
Canada,Exports,Italy,2015,1945651513
Canada,Exports,Italy,2016,1750589132
Canada,Exports,Italy,2017,1768369985
Canada,Exports,Italy,2018,2343256417
Canada,Exports,Japan,2010,8926881126
Canada,Exports,Japan,2011,10753462956
Canada,Exports,Japan,2012,10762626344
Canada,Exports,Japan,2013,10365039485
Canada,Exports,Japan,2014,9707554299
Canada,Exports,Japan,2015,8301495918
Canada,Exports,Japan,2016,8093088506
Canada,Exports,Japan,2017,9111305997
Canada,Exports,Japan,2018,9972306708
Canada,Exports,Korea,2010,3564094770
